iter	Logloss
0	0.376135297
1	0.1922819406
2	0.1004780383
3	0.05417516046
4	0.03115937701
5	0.01941608053
6	0.01315263358
7	0.009389291983
8	0.007204505363
9	0.005753884156
10	0.004871005404
11	0.00429890035
12	0.003854004128
13	0.003488963077
14	0.003225480368
15	0.003080395189
16	0.002968334428
17	0.002852356334
18	0.002743612289
19	0.002668997207
20	0.002595330174
21	0.002538341055
22	0.00249154597
23	0.002447622112
24	0.002393934058
25	0.002349984946
26	0.002323680322
27	0.002297701744
28	0.002263160062
29	0.00224591964
30	0.002236416629
31	0.002211004715
32	0.002188460185
33	0.002163089355
34	0.002141470408
35	0.002136971396
36	0.002114287223
37	0.002109483842
38	0.002098364289
39	0.002084823643
40	0.002075152835
41	0.002064939128
42	0.002057076445
43	0.00204030898
44	0.002030660951
45	0.002025084536
46	0.002008645657
47	0.00198973508
48	0.001977053264
49	0.001959354434
50	0.001952140717
51	0.001943842619
52	0.001926558217
53	0.001915937
54	0.001908155611
55	0.001900394688
56	0.001892494729
57	0.001881665991
58	0.001871268997
59	0.001855018983
60	0.001842347485
61	0.001834442078
62	0.001822336668
63	0.001812328409
64	0.001806129342
65	0.001798158741
66	0.001791840883
67	0.001783119803
68	0.001778476015
69	0.001773711131
70	0.001768220366
71	0.001745931546
72	0.00173791403
73	0.001734155143
74	0.00172586044
75	0.001718843549
76	0.001706107928
77	0.001696324217
78	0.00169185212
79	0.001679597835
80	0.001674473446
81	0.001671025875
82	0.001666172944
83	0.001653620985
84	0.001648484982
85	0.001642863084
86	0.00163458562
87	0.00162780599
88	0.001621730321
89	0.001616956653
90	0.001606273795
91	0.001592757826
92	0.001586962909
93	0.001581889016
94	0.00157437256
95	0.001570382183
96	0.001556481994
97	0.001543943475
98	0.001541817171
99	0.001530058305
100	0.001525520736
101	0.001522427111
102	0.001517470632
103	0.001510418701
104	0.001500974927
105	0.001494315334
106	0.001489793655
107	0.0014740734
108	0.001469435747
109	0.001455266671
110	0.001446694598
111	0.001442577086
112	0.001436596455
113	0.001432607226
114	0.001429659513
115	0.00142504304
116	0.001416230342
117	0.001408445484
118	0.001405393953
119	0.001400464542
120	0.001398146001
121	0.001388166058
122	0.001384555414
123	0.001374792761
124	0.001370321388
125	0.001361321428
126	0.001352914518
127	0.001346501151
128	0.001337619769
129	0.001332472418
130	0.001325086668
131	0.001319306355
132	0.001318060305
133	0.001311535221
134	0.001308576468
135	0.001306445651
136	0.001297638414
137	0.00128726465
138	0.001275714137
139	0.001271873592
140	0.00126647595
141	0.001255555536
142	0.001248684008
143	0.00124645122
144	0.001243591824
145	0.00124140878
146	0.001233745657
147	0.001231231939
148	0.001226155258
149	0.00122418136
150	0.001221953961
151	0.001218310899
152	0.001216608096
153	0.001214236759
154	0.001211960694
155	0.001208128463
156	0.001206625972
157	0.001203520293
158	0.001201849132
159	0.001195931769
160	0.001191093602
161	0.001188786065
162	0.001184453375
163	0.00117653866
164	0.001172385688
165	0.001164789633
166	0.001162873598
167	0.001153616629
168	0.001150685096
169	0.001148562417
170	0.00114799385
171	0.001145981918
172	0.001144506848
173	0.001139654486
174	0.001136493377
175	0.001135187566
176	0.00113228303
177	0.001131187765
178	0.001128393342
179	0.001125479428
180	0.001124684503
181	0.001116561273
182	0.001111341558
183	0.001110854084
184	0.001105551933
185	0.001100100989
186	0.001098670428
187	0.00109577018
188	0.001089626797
189	0.001086253198
190	0.001080853195
191	0.001077649008
192	0.001074892433
193	0.001073232476
194	0.001069767316
195	0.001064220004
196	0.001062782006
197	0.001056322039
198	0.001055477808
199	0.001049612981
200	0.001048085563
201	0.001043910373
202	0.001036367284
203	0.001019365836
204	0.001015034319
205	0.001013955222
206	0.001009094582
207	0.001007362095
208	0.001003899134
209	0.0009997511924
210	0.0009975891732
211	0.0009925155969
212	0.0009904753806
213	0.0009867413333
214	0.0009826150876
215	0.0009806545068
216	0.0009787771244
217	0.0009744613263
218	0.0009704195692
219	0.0009695617327
220	0.0009678440055
221	0.000965928145
222	0.0009590139164
223	0.0009553057221
224	0.0009536821207
225	0.000951422126
226	0.000943287558
227	0.0009405924524
228	0.000938457592
229	0.000937161259
230	0.0009351793321
231	0.0009346678973
232	0.0009309946332
233	0.0009289929116
234	0.0009236131962
235	0.0009230079563
236	0.0009191936993
237	0.0009177352159
238	0.0009141521861
239	0.0009123960034
240	0.0009083337336
241	0.0009077244341
242	0.0009039289777
243	0.0008999435353
244	0.0008969841138
245	0.000893630047
246	0.0008912918515
247	0.0008891290948
248	0.0008873245069
249	0.0008854615447
250	0.0008829871314
251	0.0008807098727
252	0.0008765886118
253	0.000874843877
254	0.0008708278769
255	0.000864515508
256	0.0008608996945
257	0.0008587963921
258	0.0008577508531
259	0.0008569129366
260	0.0008528110556
261	0.0008472505763
262	0.0008437919839
263	0.000840527651
264	0.0008374802465
265	0.000835115307
266	0.0008324014073
267	0.0008276520338
268	0.000824680956
269	0.0008240861003
270	0.0008198834761
271	0.0008180285268
272	0.000815306937
273	0.0008114926212
274	0.0008059225688
275	0.00080047965
276	0.0007995080681
277	0.0007952721589
278	0.0007932912106
279	0.000790823466
280	0.0007880096784
281	0.0007822072998
282	0.0007790296482
283	0.0007787139633
284	0.0007766346844
285	0.000775685711
286	0.0007739835376
287	0.0007707999209
288	0.0007694762277
289	0.0007680869734
290	0.0007648901956
291	0.0007610206025
292	0.0007595330349
293	0.0007572659801
294	0.0007557146515
295	0.0007535927412
296	0.0007518940524
297	0.0007493451186
298	0.0007446791196
299	0.0007407680643
300	0.0007389171936
301	0.0007370128702
302	0.0007351951222
303	0.0007319034659
304	0.0007302803778
305	0.0007277409285
306	0.0007263507346
307	0.0007241292853
308	0.0007216484736
309	0.0007201886516
310	0.0007185610924
311	0.0007150800552
312	0.0007138494098
313	0.0007124934829
314	0.0007112308615
315	0.0007100569525
316	0.0007091846508
317	0.0007076245869
318	0.0007057011533
319	0.0007036432294
320	0.0007016740694
321	0.0006998163747
322	0.0006975631796
323	0.0006930589009
324	0.0006908616696
325	0.0006871814862
326	0.0006826880322
327	0.000681532185
328	0.0006803494764
329	0.0006749345515
330	0.000671355727
331	0.0006697643885
332	0.0006672809952
333	0.0006640402914
334	0.0006625208915
335	0.0006614941066
336	0.0006589512884
337	0.0006578295865
338	0.0006524944806
339	0.0006513731034
340	0.0006496047028
341	0.0006487928896
342	0.0006471891476
343	0.0006455587487
344	0.0006439695304
345	0.0006408038027
346	0.0006383598376
347	0.0006377400099
348	0.0006350942253
349	0.0006339846168
350	0.0006318990245
351	0.0006283042368
352	0.0006262316629
353	0.0006240979003
354	0.0006230973954
355	0.0006221991576
356	0.0006209186318
357	0.0006181529068
358	0.0006166095173
359	0.000613952052
360	0.0006115825903
361	0.0006070085102
362	0.0006058392264
363	0.0006048595973
364	0.000603523696
365	0.0005990353937
366	0.0005958438558
367	0.0005930384026
368	0.0005909502986
369	0.0005881925827
370	0.0005870600019
371	0.0005857999025
372	0.0005843499291
373	0.0005827682727
374	0.0005806901758
375	0.0005745511214
376	0.0005735870335
377	0.0005702617086
378	0.0005689209456
379	0.0005674766036
380	0.0005651481456
381	0.0005629434527
382	0.0005626820822
383	0.0005621460123
384	0.0005556798762
385	0.0005546818536
386	0.0005515892529
387	0.0005502798996
388	0.0005500455937
389	0.0005490071023
390	0.0005473763815
391	0.0005463618817
392	0.0005439836019
393	0.0005401922313
394	0.0005385446587
395	0.0005326786346
396	0.000531075531
397	0.0005307509814
398	0.0005283029649
399	0.000526768576
400	0.0005264582426
401	0.0005254743069
402	0.0005224991941
403	0.0005202213563
404	0.0005198279771
405	0.0005183739005
406	0.0005167766995
407	0.0005112833088
408	0.0005108630205
409	0.0005098369871
410	0.0005094701563
411	0.0005073116699
412	0.000506548981
413	0.0005053890381
414	0.0005045601111
415	0.0005036746964
416	0.0005030467952
417	0.0005016026472
418	0.0004946166593
419	0.0004924745546
420	0.0004918415927
421	0.000488925388
422	0.0004864617808
423	0.0004822869919
424	0.0004792939334
425	0.0004765432284
426	0.0004747210703
427	0.0004745104329
428	0.0004739265542
429	0.0004702662457
430	0.0004683910166
431	0.0004666082879
432	0.0004655076132
433	0.0004619511077
434	0.0004608548104
435	0.0004600867236
436	0.0004587290645
437	0.000457636363
438	0.0004554484361
439	0.0004541592993
440	0.0004535145483
441	0.0004494383947
442	0.0004481667763
443	0.0004472756376
444	0.0004470164767
445	0.0004458651336
446	0.0004436967098
447	0.0004428107533
448	0.0004417902495
449	0.0004384809653
450	0.000438072459
451	0.0004347533442
452	0.0004341197589
453	0.0004311446101
454	0.0004310313449
455	0.0004298265378
456	0.0004296936958
457	0.0004281646223
458	0.0004268956614
459	0.0004235179094
460	0.0004217081693
461	0.0004211253427
462	0.0004200633932
463	0.0004181898056
464	0.0004162763268
465	0.0004155788474
466	0.0004146098212
467	0.0004132749564
468	0.0004127766363
469	0.0004112959309
470	0.0004100783398
471	0.0004081805598
472	0.0004068002346
473	0.000406160809
474	0.0004044327652
475	0.0004032136453
476	0.0004028444764
477	0.0004013766336
478	0.0003992208799
479	0.0003974463781
480	0.0003951167713
481	0.0003947233209
482	0.0003927170557
483	0.0003894425414
484	0.0003881274796
485	0.0003869797653
486	0.0003854273561
487	0.0003812154286
488	0.0003796862279
